Date,Underlying_Price,Risk_Free_Rate_Raw,Risk_Free_Rate_Kalman,Dividend_Yield_Continuous,ATM_IV,Skew_90_110,Kurtosis_Wings,Options_Volume
2016-03-09,1987.04,0.00730240508275847,0.007774834547580816,0.022348793277554777,0.17149403590045523,0.13789757129955796,0.05457243941583648,5385
2016-03-10,1986.07,0.007807131797951039,0.00777624698832584,0.0222173240029338,0.16540172608879555,0.13580612248187757,0.05769876018376974,5564
2016-03-11,2020.99,0.006597615801885726,0.007724702454596163,0.02224217635259706,0.15043196438023826,0.13183976988584084,0.06286658579403945,5490
2016-03-14,2022.31,0.007687115428366321,0.00772305867852474,0.02228452327823815,0.15003016943678665,0.1349859956773271,0.06968282781372595,5335
2016-03-15,2012.95,0.007498960047966042,0.007713258276537673,0.022295762718875865,0.15487486282984358,0.13840471680121275,0.06753997202417616,5530
2016-03-16,2029.21,0.0073394698481807265,0.00769691155970643,0.02237440699127336,0.1411536027162485,0.13120466637299194,0.07198029444874687,5328
2016-03-17,2044.17,0.00839956687842782,0.007727640460479507,0.022362289621306194,0.1323018365768662,0.12199117322162292,0.07006598297838496,5015
2016-03-18,2049.73,0.007644677762467647,0.007724012291095246,0.0223517294517457,0.128607508859555,0.12283419339377387,0.07853682947218163,4843
2016-03-21,2049.98,0.008714797852938336,0.0077673418588165505,0.022342463265237953,0.13158137805932552,0.12174188338488981,0.07775371333655645,5039
2016-03-22,2050.33,0.007871728773885908,0.007771906963597954,0.022489447248908792,0.13165981419302075,0.12378411404434299,0.07824199633359222,5155
2016-03-23,2036.64,0.008333767087711183,0.007796478533103244,0.02241101581645149,0.1355967743932897,0.12547114229617634,0.07733124238455139,5157
2016-03-24,2034.74,0.0072878018854634205,0.007774232812030003,0.02239117380454214,0.13625697806651632,0.12647275755294862,0.07596260823362799,5060
2016-03-28,2039.09,0.006912218151459267,0.00773653472270533,0.02237680577711153,0.1376813643736522,0.12639557192382062,0.0688571296004239,4898
2016-03-29,2053.53,0.007380328194162743,0.007720956906984494,0.022386663597412038,0.12701839395277953,0.1265393049565487,0.08059993391897119,5136
2016-03-30,2065.84,0.00745154726332093,0.007709174939372675,0.02240498892294833,0.12129869684012537,0.11926053666699421,0.08319585120875128,4838
2016-03-31,2061.54,0.0068348630865139835,0.007670939062612917,0.02230625249408251,0.1259273999508593,0.12394334010384556,0.07935580701441783,4834
2016-04-01,2073.28,0.007474258518761411,0.007662337723158168,0.022195335719972176,0.11740180801928557,0.11460115786086994,0.08151503149788542,4701
2016-04-04,2062.75,0.006717311922670139,0.00762100934596174,0.022372388086865466,0.12826041055212128,0.12584092898233548,0.07781119649462506,4711
2016-04-05,2046.38,0.007755556626344768,0.007626893440080177,0.022363509487074724,0.14006322266512256,0.13273338124859044,0.06900061509677463,4973
2016-04-06,2064.56,0.007636216216530162,0.007627301148760135,0.022669610587465194,0.12882997347610953,0.12356238617725035,0.07795542135646338,4880
2016-04-07,2039.44,0.006754082109828326,0.0075891130635275,0.022338005937261585,0.14760567014812642,0.13788607113070234,0.06879855139426758,5435
2016-04-08,2043.47,0.006617292888801636,0.007546612900328328,0.02234459808515739,0.1420373876029945,0.14055244071009404,0.07019533520031132,5310
2016-04-11,2042.76,0.007844845692086317,0.007559655377373666,0.02234459808515717,0.14529210986168212,0.139114701737295,0.06577083616010826,5214
2016-04-12,2060.16,0.007893323799314463,0.007574247544479987,0.02229394335055307,0.13680734403604627,0.13370899569927785,0.07160430401906712,5240
2016-04-13,2081.43,0.008402285000084983,0.007610459724380622,0.022436150850783137,0.12685079193733842,0.11718993641477209,0.07374785080760793,5276
2016-04-14,2083.27,0.007427057654090985,0.007602439086282041,0.02253595919536083,0.12338773127808345,0.11432037306100529,0.08526291756799548,5026
2016-04-15,2079.74,0.007428095916438576,0.007594814616895924,0.02251052243055064,0.12483723801451474,0.11944333794487104,0.08444245192004743,4842
2016-04-18,2093.95,0.006776948140015612,0.007559047239713875,0.022529041634285513,0.12019894214647386,0.10970384549167114,0.08989591125702895,4681
2016-04-19,2099.4,0.008349386886706115,0.007593610798748262,0.022507349629287462,0.11969004088264165,0.1057995409130787,0.08959373349666042,4870
2016-04-20,2102.57,0.007223673197091528,0.007577432488343915,0.02254493101324728,0.12028275118588377,0.1007081269569495,0.08637693117967121,4894
2016-04-21,2091.7,0.0075429094542457525,0.007575922708426333,0.022538917060522745,0.12507656932655978,0.11066071794733874,0.0851066179125787,4924
2016-04-22,2089.5,0.007839217096868238,0.0075874372404037774,0.022447977779552333,0.12082124391310063,0.1071526689090925,0.08699682778292696,4933
2016-04-25,2084.57,0.00776970531508508,0.007595408285995766,0.022444120729170906,0.13007227341573593,0.11678681885402513,0.08082775525975994,4905
2016-04-26,2090.5,0.006436274061100008,0.007544716403887318,0.02244226002012786,0.12845034234715133,0.11348834331316707,0.08089552052265464,4739
2016-04-27,2098.69,0.007353121306071474,0.007536337463897076,0.022413291711649644,0.1237707886135532,0.10521390663414378,0.08409829859869092,4650
2016-04-28,2075.86,0.0081333686185793,0.007562447151850551,0.02241994543925753,0.13381819200284786,0.12106679118754402,0.08282217638073014,4707
2016-04-29,2065.35,0.006162448642393798,0.007501221663146025,0.022384848605355914,0.1407388064784193,0.13588059030696856,0.08291736279611217,4810
2016-05-02,2082.7,0.008028439559244937,0.0075242782400812055,0.022387647801761133,0.12973938639412202,0.12341519910472021,0.08316551055603405,4588
2016-05-03,2059.92,0.0071293109423420055,0.007507005317529472,0.02241494798751014,0.14250688177547619,0.13682677608647498,0.07674680685892449,4789
2016-05-04,2052.81,0.007615748180430429,0.0075117609189670935,0.022540283435165932,0.14597242214625836,0.13416684175838822,0.07385912114373078,4770
